O0001-HEAD#1.nc_block_1, ['g76p040060q0015r0', '0001-1001 JEFD0389130.REV-A', 'KNC-32']
0014-TTS_block_1, ['g76p030060q0025r.0005', 'JEFD0304002 REV D', 'TWIN TURN']
0014-TTS_block_2, ['g76x.3767z.38p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0019-TTM_block_1, ['g76p030060q0015r.0005', 'JEFD0304002 REV D', 'TWIN TURN']
0019-TTM_block_2, ['g76x.49445z-.5p0315q0315f.0555', 'JEFD0365530 REV A', 'TWIN TURN']
0007-TTM_block_1, ['g76p030060q0025r.0005', 'JEFD0304260 REV B', 'TWIN TURN']
0007-TTM_block_2, ['g76x.3767z-.38p0306q0306f.05', 'JEFD0304260 REV B', 'TWIN TURN']
0008-TTS_block_1, ['g76p030060q0025r.0005', 'JEFD0304260 REV B', 'TWIN TURN']
0008-TTS_block_2, ['g76x.495z.3785p0340q0340f.0555', 'JEFD0304260 REV B', 'TWIN TURN']
0175-TTM_block_1, ['g76p020060q0020r.0005', 'JEFD0317060 REV A', 'TWIN TURN']
0175-TTM_block_2, ['g76x.49434z-.390p0341q0341f.0555', 'JEFD0317060 REV A', 'TWIN TURN']
0176-TTS_block_1, ['g76p030060q0025r.0005', 'JEFD0317060 REV A', 'TWIN TURN']
0176-TTS_block_2, ['g76x.3767z.38p0306q0306f.05', 'JEFD0317060 REV A', 'TWIN TURN']
0137-TTM_block_1, ['g76p030060q0025r.0005', 'JEFD0317150 REV A', 'TWIN TURN']
0137-TTM_block_2, ['g76x.3767z-.472p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0138-TTS_block_1, ['g76p040060q0025r.0005', 'JEFD0317150 REV A', 'TWIN TURN']
0138-TTS_block_2, ['g76x.3767z.33p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
1079-TTM_block_1, ['g76 p020060 q0030 r.0005', 'JEFD0319470 REV A', 'TWIN TURN']
1079-TTM_block_2, ['g76 x.3761 z-.630 p0307 q0307 f.05', 'JEFD0319470 REV A', 'TWIN TURN']
1080-TTS_block_1, ['g76 p020060 q0030 r.0005', 'JEFD0319470 REV A', 'TWIN TURN']
1080-TTS_block_2, ['g76 x.3761 z.280 p0307 q0307 f.05', 'JEFD0319470 REV A', 'TWIN TURN']
1085-TTM_block_1, ['g76 p020060 q0030 r.0005', 'JEFD0319490 REV. A', 'TWIN TURN']
1085-TTM_block_2, ['g76 x.6534 z-.700 p0307 q0307 f.050', 'JEFD0319490 REV. A', 'TWIN TURN']
1086-TTS_block_1, ['g76 p020060 q0030 r.0005', 'JEFD0319490 REV. A', 'TWIN TURN']
1086-TTS_block_2, ['g76 x.6534 z.350 p0307 q0307 f.05', 'JEFD0319490 REV. A', 'TWIN TURN']
0693-TTM_block_1, ['g76p030060q0025r.0005', 'JEFD0365500 REV A', 'TWIN TURN']
0693-TTM_block_2, ['g76x.3767z-.48p0306q0306f.05', 'JEFD0365500 REV A', 'TWIN TURN']
0694-TTS_block_1, ['g76p030060q0025r.0005', 'JEFD0365500 REV A', 'TWIN TURN']
0694-TTS_block_2, ['g76x.3767z.48p0306q0306f.05', 'JEFD0365500 REV A', 'TWIN TURN']
0020-TTS_block_1, ['g76p030060q0015r.0005', 'JEFD0365530 REV A', 'TWIN TURN']
0020-TTS_block_2, ['g76x.49445z.51p0315q0315f.0555', 'VDCD0518360 REV B', 'TWIN TURN']
0019-TTM ORG_block_1, ['g76p030060q0015r.0005', 'OLD VERSION', 'JEFD0365530 REV A']
0019-TTM ORG_block_2, ['g76x.49445z-.5p0315q0315f.0555', 'OLD VERSION', 'JEFD0365530 REV A']
0020-TTS ORG_block_1, ['g76p030060q0015r.0005', 'OLD VERSION', 'JEFD0365530 REV A']
0020-TTS ORG_block_2, ['g76x.49445z.51p0315q0315f.0555', 'OLD VERSION', 'JEFD0365530 REV A']
0887-TTM_block_1, ['g76p020060q0025r.0005', 'JEFD0510710 REV A', 'TWIN TURN']
0887-TTM_block_2, ['g76x.3717z-.510p0307q0307f.05', 'JEFD0510710 REV A', 'TWIN TURN']
0888-TTS_block_1, ['g76p020060q0025r.0005', 'JEFD0510710 REV A', 'TWIN TURN']
0888-TTS_block_2, ['g76x.3717z.510p0307q0307f.05', 'JEFD0510710 REV A', 'TWIN TURN']
0926-TTM_block_1, ['g76p020060q0030r.0', 'JEFD0510730 REV A', 'TWIN TURN']
0926-TTM_block_2, ['g76x.4898z-1.0488p0341q0341f.0556', 'JEFD0510730 REV A', 'TWIN TURN']
0927-TTS_block_1, ['g76p020060q0030r.0005', 'JEFD0510730 REV A', 'TWIN TURN']
0927-TTS_block_2, ['g76x.4898z.52p0341q0341f.0556', 'JEFD0510730 REV A', 'TWIN TURN']
0837-TTM_block_1, ['g76p020060q0025r.0005', 'JEFD0510740 REV A', 'TWIN TURN']
0837-TTM_block_2, ['g76x.3767z-.975p0307q0307f.05', 'JEFD0510740 REV A', 'TWIN TURN']
0838-TTS_block_1, ['g76p030060q0025r.0005', 'JEFD0510740 REV A', 'TWIN TURN']
0838-TTS_block_2, ['g76x.3767z.50p0307q0307f.05', 'JEFD0510740 REV A', 'TWIN TURN']
0937-TTM_block_1, ['g76 p020060 q0030 r.0005', 'JEFD0510750 REV A', 'TWIN TURN']
0937-TTM_block_2, ['g76 x.4898 z-1.018 p0341 q0341 f.0556', 'JEFD0510750 REV A', 'TWIN TURN']
0938-TTS_block_1, ['g76 p020060 q0025 r.0005', 'JEFD0510750 REV A', 'TWIN TURN']
0938-TTS_block_2, ['g76 x.4898 z.510 p0341 q0341 f.0556', 'JEFD0510750 REV A', 'TWIN TURN']
0935-TTS_block_1, ['g76p020030q0020r.0005', 'JEFD0510760 REV A', 'TWIN TURN']
0935-TTS_block_2, ['g76x.4897z-1.050p0341q0341f.0556', 'JEFD0510760 REV A', 'TWIN TURN']
0971-TTM_block_1, ['g76p020060q0025r.0005', 'JEFD0510790 REV A', 'TWIN TURN']
0971-TTM_block_2, ['g76x.3717z-.510p0307q0307f.05', 'JEFD0510790 REV A', 'TWIN TURN']
0972-TTS_block_1, ['g76p020060q0025r.0005', 'JEFD0510790 REV A', 'TWIN TURN']
0972-TTS_block_2, ['g76x.3717z.510p0307q0307f.05', 'JEFD0510790 REV A', 'TWIN TURN']
1061-TTM_block_1, ['g76 p020060 q0030 r.0005', 'JEFD0510800 REV A', 'TWIN TURN']
1061-TTM_block_2, ['g76 x.3761 z-.975 p0307 q0307 f.05', 'JEFD0510800 REV A', 'TWIN TURN']
1062-TTS_block_1, ['g76 p020060 q0030 r.0005', 'JEFD0510800 REV A', 'TWIN TURN']
1062-TTS_block_2, ['g76 x.3761 z.51 p0307 q0307 f.05', 'JEFD0510800 REV A', 'TWIN TURN']
0979-TTM_block_1, ['g76p020060q0025r.0005', 'JEFD0510830 REV A', 'TWIN TURN']
0979-TTM_block_2, ['g76x.3717z-.510p0307q0307f.05', 'JEFD0510830 REV A', 'TWIN TURN']
0980-TTS_block_1, ['g76p020060q0025r.0005', 'JEFD0510830 REV A', 'TWIN TURN']
0980-TTS_block_2, ['g76x.3717z.510p0307q0307f.05', 'JEFD0510830 REV A', 'TWIN TURN']
0985-TTM_block_1, ['g76 p020060 q0025 r.0005', 'JEFD0510840 REV A', 'TWIN TURN']
0985-TTM_block_2, ['g76 x.3717 z-.510 p0307 q0307 f.05', 'JEFD0510840 REV A', 'TWIN TURN']
0975-TTM_block_1, ['g76p020060q0025r.0005', 'JEFD0510850 REV A', 'TWIN TURN']
0975-TTM_block_2, ['g76x.3717z-.510p0307q0307f.05', 'JEFD0510850 REV A', 'TWIN TURN']
0976-TTS_block_1, ['g76p020060q0025r.0005', 'JEFD0510850 REV A', 'TWIN TURN']
0976-TTS_block_2, ['g76x.3717z.510p0307q0307f.05', 'JEFD0510850 REV A', 'TWIN TURN']
0114-TTS_block_1, ['g76p030060q0020r.0005', 'JELD0508460 REV A', 'TWIN TURN']
0114-TTS_block_2, ['g76x.5016z.35p0307q0307f.05', 'JELD0508460 REV A', 'TWIN TURN']
0068-TTS_block_1, ['g76p020060q0020r.0005', 'OBSOLETE', 'JELD0508460 REV A']
0068-TTS_block_2, ['g76x.5016z.35p0307q0307f.05', 'OBSOLETE', 'JELD0508460 REV A']
0116-TTS_block_1, ['g76p020060q0020r.0005', 'JELD0508510 REV B', 'TWIN TURN']
0116-TTS_block_2, ['g76x.5016z.35p0307q0307f.05', 'OBSOLETE', 'JELD0508510 REV B']
0070-TTS_block_1, ['g76p030060q0020r.0005', 'OBSOLETE', 'JELD0508510 REV B']
0070-TTS_block_2, ['g76x.3866z.35p0255q0255f.0416', 'OBSOLETE', 'JELD0508510 REV B']
0064-TTS OP10_block_1, ['g76p020060q0020r.0005', 'OP#10', 'JELD0508560 REV A']
0064-TTS OP10_block_2, ['g76x.5016z.35p0307q0307f.05', 'OP#10', 'JELD0508560 REV A']
0110-TTS_block_1, ['g76p020060q0020r.0005', 'JELD0508610 REV B', 'TWIN TURN']
0110-TTS_block_2, ['g76x.5016z.35p0307q0307f.05', 'OBSOLETE', 'JELD0508610 REV B']
0066-TTS_block_1, ['g76p030060q0020r.0005', 'OBSOLETE', 'JELD0508610 REV B']
0066-TTS_block_2, ['g76x.3866z.35p0255q0255f.0416', 'OBSOLETE', 'JELD0508610 REV B']
0199-TTM_block_1, ['g76p030060q0025r.0005', 'JETD0302510 REV A', 'TWIN TURN']
0199-TTM_block_2, ['g76x.3767z-.38p0306q0306f.05', 'JETD0302510 REV A', 'TWIN TURN']
0200-TTS_block_1, ['g76p030060q0020r.0005', 'JETD0302510 REV A', 'TWIN TURN']
0200-TTS_block_2, ['g76x.49434z.420p0341q0341f.0555', 'JETD0302510 REV A', 'TWIN TURN']
0801-TTM_block_1, ['g76 p020060 q0025 r.0005', 'PSLD0501520 REV A', 'TWIN TURN']
0801-TTM_block_2, ['g76 x.3762 z-.400 p0307 q0307 f.05', 'PSLD0501520 REV A', 'TWIN TURN']
0043-TTM_block_1, ['g76p030060q0025r.0005', 'RADD5000250 REV D', 'TWIN TURN']
0043-TTM_block_2, ['g76x.4384z-.51p0303q0306f.05', 'RADD5000250 REV D', 'TWIN TURN']
0025-TTM OLDER VARIANT_block_1, ['g76p030060q0015r.0005', 'STORAGE FOR OLD RENAMED PROGRAMS', 'TWIN TURN']
0025-TTM OLDER VARIANT_block_2, ['g76x.3767z-.48p0306q0306f.05', 'STORAGE FOR OLD RENAMED PROGRAMS', 'TWIN TURN']
0026-TTS_block_1, ['g76p030060q0010r.0005', 'STORAGE FOR OLD RENAMED PROGRAMS', 'TWIN TURN']
0026-TTS_block_2, ['g76x.3767z.49p0306q0306f.05', 'STORAGE FOR OLD RENAMED PROGRAMS', 'TWIN TURN']
0116-TTS VARIANT_block_1, ['g76p020060q0020r.0005', 'STORAGE FOR OLD RENAMED PROGRAMS', 'TWIN TURN']
0116-TTS VARIANT_block_2, ['g76x.5016z.35p0307q0307f.05', 'STORAGE FOR OLD RENAMED PROGRAMS', 'TWIN TURN']
O0045-TT_block_1, ['g76p030060q0025r.0005', 'STORAGE FOR OLD RENAMED PROGRAMS', 'TWIN TURN']
O0045-TT_block_2, ['g76x.3767z-.48p0306q0306f.05', 'STORAGE FOR OLD RENAMED PROGRAMS', 'TWIN TURN']
O0046-TT_block_1, ['g76p030060q0025r.0005', 'STORAGE FOR OLD RENAMED PROGRAMS', 'TWIN TURN']
O0046-TT_block_2, ['g76x.3767z.48p0306q0306f.05', 'STORAGE FOR OLD RENAMED PROGRAMS', 'TWIN TURN']
O0049-TT_block_1, ['g76p020060q0020r.0005', 'STORAGE FOR OLD RENAMED PROGRAMS', 'TWIN TURN']
O0049-TT_block_2, ['g76x.49434z-.390p0341q0341f.0555', 'STORAGE FOR OLD RENAMED PROGRAMS', 'TWIN TURN']
O0050-TT_block_1, ['g76p020060q0020r.0005', 'STORAGE FOR OLD RENAMED PROGRAMS', 'TWIN TURN']
O0050-TT_block_2, ['g76x.49434z.420p0341q0341f.0555', 'STORAGE FOR OLD RENAMED PROGRAMS', 'TWIN TURN']
0130-TTS_block_1, ['g76p030060q0025r.0005', 'VDLD0302261 REV. B', 'TWIN TURN']
0130-TTS_block_2, ['g76x.3767z.5p0306q0306f.05', 'VDLD0302261 REV. B', 'TWIN TURN']
0048-TTS_block_1, ['g76p030060q0025r.0005', 'VDLD0501090 REV B', 'TWIN TURN']
0048-TTS_block_2, ['g76x.26175z.325p0255q0255f.04166', 'VDLD0501090 REV B', 'TWIN TURN']
0117-TTM_block_1, ['g76p030060q0020r.0005', 'VXLD0301030 REV H', 'TWIN TURN']
0117-TTM_block_2, ['g76x.3767z-1.1125p0306q0306f.05', 'VXLD0301030 REV H', 'TWIN TURN']
0118-TTS_block_1, ['g76p030060q0025r.0005', 'VXLD0301030 REV H', 'TWIN TURN']
0118-TTS_block_2, ['g76x.3767z.495p0306q0306f.05', 'VXLD0301030 REV H', 'TWIN TURN']
0002-TTS_block_1, ['g76p020060q0020r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0002-TTS_block_2, ['g76x.7566z-.6000p0338q0338f.0625', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0003-TTM_block_1, ['g76p030060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0003-TTM_block_2, ['g76x.3767z-.38p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0004-TTS_block_1, ['g76p030060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0004-TTS_block_2, ['g76x.3767z.38p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0005-TTM_block_1, ['g76p020060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0005-TTM_block_2, ['g76x.3767z-.38p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0006-TTS_block_1, ['g76p020060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0006-TTS_block_2, ['g76x.3767z.38p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0010-TTS_block_1, ['g76p020060q0020r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0010-TTS_block_2, ['g76x.7566z-.6000p0338q0338f.0625', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0015-TTM_block_1, ['g76p030060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0015-TTM_block_2, ['g76x.3767z-.48p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0017-TTM_block_1, ['g76p030060q0015r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0017-TTM_block_2, ['g76x.3767z-.48p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0018-TTS_block_1, ['g76p020060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0018-TTS_block_2, ['g76x.3767z.49p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0021-TTM_block_1, ['g76p020060q0020r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0021-TTM_block_2, ['g76x.49434z-.390p0341q0341f.0555', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0022-TTS_block_1, ['g76p020060q0020r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0022-TTS_block_2, ['g76x.49434z.420p0341q0341f.0555', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0023-TTM_block_1, ['g76p020060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0023-TTM_block_2, ['g76x.3767z-.395p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0024-TTS_block_1, ['g76p020060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0024-TTS_block_2, ['g76x.3767z.4p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0027-TTM_block_1, ['g76p020060q0020r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0027-TTM_block_2, ['g76x.5016z-.22p0305q0305f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0028-TTS_block_1, ['g76p020060q0020r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0028-TTS_block_2, ['g76x.5016z.22p0305q0305f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0029-TTM_block_1, ['g76p030060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0029-TTM_block_2, ['g76x.3767z-.497p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0030-TTS_block_1, ['g76p040060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0030-TTS_block_2, ['g76x.3767z.83p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0031-TTM_block_1, ['g76p030060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0031-TTM_block_2, ['g76x.3767z-.497p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0032-TTS_block_1, ['g76p040060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0032-TTS_block_2, ['g76x.3767z.83p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0034-TTS_block_1, ['g76p030060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0034-TTS_block_2, ['g76x.26175z.325p0255q0255f.04166', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0035-TTM_block_1, ['g76p030060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0035-TTM_block_2, ['g76x.3767z-.48p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0038-TTS_block_1, ['g76p030055q0015r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0038-TTS_block_2, ['g76x1.18z.83p0340q0340f.0555', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0040-TTS_block_1, ['g76p050060q0010r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0040-TTS_block_2, ['g76x.4375z.283p0270q0270f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0042-TTS_block_1, ['g76p050060q0010r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0042-TTS_block_2, ['g76x.4375z.283p0270q0270f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0049-TTM_block_1, ['g76p020060q0020r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0049-TTM_block_2, ['g76x.49434z-.390p0341q0341f.0555', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0049-TTM ORG_block_1, ['g76p020060q0020r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0049-TTM ORG_block_2, ['g76x.49434z-.390p0341q0341f.0555', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0050-TTS_block_1, ['g76p020060q0020r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0050-TTS_block_2, ['g76x.49434z.420p0341q0341f.0555', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0073-TTM_block_1, ['g76p030060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0073-TTM_block_2, ['g76x.3767z-.9p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0074-TTS_block_1, ['g76p040060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0074-TTS_block_2, ['g76x.3767z.38p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0077-TTM_block_1, ['g76p020060q0020r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0077-TTM_block_2, ['g76x.49434z-.39p0341q0341f.0555', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0078-TTS_block_1, ['g76p020060q0020r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0078-TTS_block_2, ['g76x.49434z.39p0341q0341f.0555', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0085-TTM_block_1, ['g76p030060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0085-TTM_block_2, ['g76x.3767z-.38p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0086-TTS_block_1, ['g76p030060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0086-TTS_block_2, ['g76x.3767z.38p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0120-SUB_block_1, ['g76p030055q0015r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0120-SUB_block_2, ['g76x1.239z1.p0340q0340f.0555', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0121-TTM_block_1, ['g76p030060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0121-TTM_block_2, ['g76x.3767z-.48p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0122-TTS_block_1, ['g76p030060q0015r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0122-TTS_block_2, ['g76x.49434z.52p0341q0341f.0555', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0123-TTM_block_1, ['g76p040060q0015r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0123-TTM_block_2, ['g76x.31888z-.311p0255q0255f.041667', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0124-TTS_block_1, ['g76p040060q0015r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0124-TTS_block_2, ['g76x.31888z.419p0255q0255f.041667', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0125-TTM_block_1, ['g76p040060q0015r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0125-TTM_block_2, ['g76x.31888z-.44p0255q0255f.041667', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0126-TTS_block_1, ['g76p040060q0015r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0126-TTS_block_2, ['g76x.31888z.419p0255q0255f.041667', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0127-TTM_block_1, ['g76p040060q0015r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0127-TTM_block_2, ['g76x.37166z-.328p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0128-TTS_block_1, ['g76p040060q0015r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0128-TTS_block_2, ['g76x.31888z.419p0255q0255f.041667', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0131-TTM_block_1, ['g76p030060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0131-TTM_block_2, ['g76x.5468z-1.55p0306q0306f.0625', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0140-TTS_block_1, ['g76p030060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0140-TTS_block_2, ['g76x.3767z.5p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0142-TTS_block_1, ['g76p050060q0010r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0142-TTS_block_2, ['g76x.375z.19p0225q0225f.0416', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0144-TTS_block_1, ['g76p050060q0010r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0144-TTS_block_2, ['g76x.375z.19p0225q0225f.0416', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0150-TTS_block_1, ['g76p050060q0010r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0150-TTS_block_2, ['g76x.375z.19p0225q0225f.0416', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0152-TTS_block_1, ['g76p050060q0010r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0152-TTS_block_2, ['g76x.375z.19p0225q0225f.0416', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0161-TTM_block_1, ['g76p020060q0020r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0161-TTM_block_2, ['g76x.49434z-.91p0341q0341f.0555', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0162-TTS_block_1, ['g76p020060q0020r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0162-TTS_block_2, ['g76x.49434z.420p0341q0341f.0555', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0163-TTM_block_1, ['g76p050060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0163-TTM_block_2, ['g76x.7883z-.52p0438q0438f.0714', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0164-TTS_block_1, ['g76p050060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0164-TTS_block_2, ['g76x.674z.48p0383q0383f.0625', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0165-TTM_block_1, ['g76p030060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0165-TTM_block_2, ['g76x.3767z-.38p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0166-TTS_block_1, ['g76p030060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0166-TTS_block_2, ['g76x.3767z.38p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0167-TTM_block_1, ['g76p030060q0015r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0167-TTM_block_2, ['g76x.49445z-.5p0315q0315f.0555', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0168-TTS_block_1, ['g76p030060q0015r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0168-TTS_block_2, ['g76x.49445z.51p0315q0315f.0555', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0169-TTM_block_1, ['g76p050060q0020r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0169-TTM_block_2, ['g76x.439z-.5p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0171-TTM_block_1, ['g76p020060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0171-TTM_block_2, ['g76x.3767z-.395p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0172-TTS_block_1, ['g76p020060q0025r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0172-TTS_block_2, ['g76x.3767z.4p0306q0306f.05', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0178-TTS_block_1, ['g76p050060q0010r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0178-TTS_block_2, ['g76x.375z.19p0225q0225f.0416', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
0179-TTM_block_1, ['g76p030060q0015r.0005', 'X - FILES NOT RUN SINCE 2012', 'TWIN TURN']
